Salutation,awardeeDetail/affiliationOf/initials,awardeeDetail/affiliationOf/givenName,awardeeDetail/affiliationOf/familyName,awardeeDetail/affiliationOf/name,awardeeDetail/affiliationOf/identifier/id/orcid,Funder,PubMed Search Term,title ,Grant ID,Old Grant ID,fundingDetail/fundingTotal/currency,fundingDetail/fundingTotal/amount,Grant Stream,grantType,startDate,endDate,Lay Abstract,synopsis,awardeeDetail/name,awardeeDetail/departmentName,createdOn,awardeeDetail/affiliationOf/role,awardeeDetail/role,awardee/country,funding/country,licenceInformation/value,licenceInformation/link,fundingBodyAwardId
Professor,,Daniel,Cuthbertson,,,Diabetes UK,Diabetes UK,Characterising the metabolic disruption caused by brief periods of reduced physical activity in people with a family history of type 2 diabetes mellitus (T2DM).,13/0004719,,GBP,90295,,SCHOLARSHIP,01-09-2014,31-12-2017,,"The benefits of exercise in preventing obesity, T2DM and cardiovascular disease (CVD) are widely known. However, PA is a distinct behaviour from exercise, often related to activities of daily living. Technology (e.g. non-manual jobs, household devices) has facilitated physical inactivity such that modern lifestyles are increasingly characterised by sedentary behaviour. Physical inactivity, especially in those who do not regularly exercise, has serious health implications predisposing individuals to T2DM and CVD. This research will test the hypothesis that individuals with a family history of T2DM (FH+) are more susceptible to the detrimental metabolic effects of inactivity than those without a family history (FH-). To study the impact of a short-term period (21 days) of sedentary behaviour, healthy volunteers with FH+ and FH- will be transitioned from high to low levels of ambulatory activity (from ~10,000 to 1,500 steps daily) to quantify the magnitude of effects of inactivity, and determine the relative sensitivity of FH+ vs. FH-. We will measure changes in: i) Metabolic health: insulin sensitivity and beta-cell function ii) Body composition: lean body mass, visceral and liver fat. iii) Vascular function: endothelial function, induced by a 21 day period of low PA, and the reversibility of these changes upon resumption of habitual physical activity after a further 21 days.",University of Liverpool,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy361,NOT FOUND
Dr,,Anna,Long,,,Diabetes UK,Diabetes UK,Adult onset Type 1 Diabetes: Are Slow Progressors and Late Starters examples of immune regulators?,18/0005778,,GBP,307784.05,,FELLOW,01-08-2018,31-07-2023,,"Approximately half of type 1 diabetes is diagnosed in adults and a recent study of genetic risk suggests that 10% of adult diabetes has an autoimmune aetiology. Could these individuals represent examples of natural immune regulation? For children developing multiple islet autoantibodies, the risk of clinical diabetes is 84% by 15 years old. However, progression from islet autoantibodies to clinical disease can take decades in some individuals. If most childhood cases of autoimmunity develop diabetes by their mid-teens, where do cases of adult type 1 diabetes come from? Are these individuals â€œSlow Progressorsâ€ from childhood islet autoimmunity, or â€œLate Startersâ€, with autoimmunity beginning in later life? We have identified 132 â€œSlow Progressorsâ€ from several international studies, but these individuals are too rare to account for all cases of adult type 1 diabetes. This project aims to characterise individuals who seroconvert to islet autoimmunity over the age of 10 years. Humoral immune response, genetic risk, and CD4 T-cell and B-cell activity will be determined in these â€œLate Startersâ€ and compared between Slow Progressors, controls without diabetes, and patients with diabetes. Research into the heterogeneity of type 1 diabetes could help identify therapeutic targets to slow or prevent disease.",University of Bristol,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy362,NOT FOUND
Dr,,Charlotte,Moffett,,,Diabetes UK,Diabetes UK,"Elucidating the role of gut hormones in infertility associated with diabetes, obesity and PCOS",18/0005780,,GBP,444696,,FELLOW,06-08-2018,05-08-2023,,"Diabetes and obesity has had a profound negative impact on female reproductive health. Bariatric surgery, such as Roux en Y gastric bypass (RYGB), is the only effective means for sustained weight loss in the morbidly obese. Surprisingly, reproductive function and fertility dramatically improve post-surgery and prior to significant weight loss. RYGB rapidly also ameliorates co-existent type 2 diabetes and 'replumbs' the gastrointestinal tract in such a way that circulating hormones from lower tract such as glucagon-like-peptide 1 (GLP-1) and PYY are increased, while gastric inhibitory polypeptide (GIP) from the bypassed segment is decreased. The proposed project seeks out a novel role of gut hormones in female reproductive function and fertility. Using female rats with high fat diet-induced obesity/diabetes and in vitro cell lines, this research will define the role of gut hormones in improved reproductive function obesity/diabetes following RYGB surgery and evaluate the possibility of pharmacologically mimicking RYGB surgery using stable gut hormone analogues as a means of improving reproductive function in diet-induced obesity/diabetes. This research could provide key information on the mechanisms of benefit in bariatric surgery and provide the impetus to develop new avenues for the treatment of infertility in women with diabetes, obesity and PCOS.",University of Ulster,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy363,NOT FOUND
Dr,,Astrid,Hauge Evans,,,Diabetes UK,Diabetes UK,Interactions between gut microbiota in type 2 diabetes and beneficial wholegrain polyphenols with subsequent impact on pancreatic islet function.,18/0005802,,GBP,14954.25,,RESEARCH,01-10-2018,30-09-2019,,"The intestinal microbiota plays an important role in the regulation of host metabolism via the production of dietary metabolites. Imbalances in the gut microbiota are linked to type 2 diabetes (T2D) and studies indicate that dietary modification of the microbiota positively affects glycaemic control. This has been linked to changes in peripheral insulin sensitivity, but we suggest that physiologically active metabolites from the gut may also directly modify pancreatic islet function. In this study we will assess how the gut microbiota composition is altered in a rodent model of T2D. Using in vitro fermentation systems we will investigate how a difference in gut microbiota between healthy and diabetic animals impacts the production of physiologically active compounds from polyphenol-rich wholegrain substrates and whether alterations in substrate can positively alter the microbiota composition of T2D animals towards a more diverse profile. We will assess how wholegrain-derived metabolites affect pancreatic beta cell survival and insulin secretion and establish whether the expected change in metabolite profile between healthy and T2D animals alters the protective potential of these compounds. This is a novel, collaborative proof-of-concept study which will focus on links between diet, gut microbiota and pancreatic islet function, ultimately with direct therapeutic potential.",University of Roehampton,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy364,NOT FOUND
Professor,,Susan,Wong,,,Diabetes UK,Diabetes UK,B cell chemotaxis in type 1 diabetes mellitus,18/0005805,,GBP,209266,,RESEARCH,01-08-2018,31-07-2021,,"B lymphocytes have multiple functions which may contribute to pathogenesis of type 1 diabetes. Although autoantibodies are currently the best markers of an immune response to the pancreatic Î²-cells, less is known of the function of the B lymphocytes that produce them, and in particular the role of B lymphocytes found in the islet infiltrates. In preliminary studies, we demonstrated alterations in the expression of chemokines, CXCL10 and 11 in serum, as well as their receptor CXCR3 on memory B lymphocytes in patients with type 1 diabetes. The data suggest an altered chemokine ligand and receptor expression profile of B lymphocytes, which could lead to changes in their migration and homing to the pancreatic islets. We aim to a) study functional differences in the B lymphocytes expressing CXCR3 in their response to chemokine ligands, as well as b) identify whether these CXCR3-expressing B lymphocytes are specifically found in the islets, in human pancreas tissue sections. We will study these distinctive features of memory B cells in type 1 diabetes, which may provide a biomarker related to B cells in type 1 diabetes and increase our understanding of why B lymphocytes migrate to and reside in the islet infiltrate.",University of Cardiff,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy365,NOT FOUND
Professor,,Federica,Marelli-Berg,,,Diabetes UK,Diabetes UK,Immunomodulation of type I diabetes by pharmacologically-enhanced delivery of regulatory T cells,18/0005793,,GBP,273924.91,,RESEARCH,07-01-2019,06-01-2022,,"A small subset of lymphocytes in the blood, the thymic regulatory T-cells (Tregs), specializes in preventing autoimmunity. Ex-vivo expanded Tregs offer a promising new avenue for the treatment of type 1 diabetes (T1D), when infused in large numbers into diseased individuals. A major problem with this approach is the high number of Tregs required for a beneficial effect, which makes this therapy very laborious and expensive. Treg migration to inflamed tissue is key to their immune-modulatory function. We have recently discovered that the glycolytic enzyme glucokinase (GCK) is instrumental for Treg migration in humans and mice, while it is not functional in conventional T-cells. Increasing GCK activity with the small molecule GCK-activator AZD1656 (a repurposed drug) enhances Treg migration to inflamed tissue thus reducing skin allograft rejection and the incidence of T1D in susceptible mice. This treatment does not affect Treg function. We predict that pharmacological GCK activation and enhanced Treg homing to pancreatic islets and draining lymph nodes will slow down and possibly stop beta cell destruction in early-onset T1D. We propose to conduct preclinical studies to develop this novel approach to therapeutic immunomodulation in T1D, with the view to rapidly progress to clinical trials.","Queen Mary, University of London",,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy366,NOT FOUND
,,Tim M,Curtis,,,Diabetes UK,Diabetes UK,2-HDP: a novel therapeutic for diabetic retinopathy?,18/0005791,,GBP,293722,,RESEARCH,01-01-2019,31-12-2021,,"Neuronal and glial cell dysfunction is believed to contribute to the pathogenesis of diabetic retinopathy (DR). Our recent work has shown that accumulation of the acrolein(ACR)-derived advanced lipoxidation end product, FDPlysine, is a key pathogenic process in the development of neuronal and glial cell abnormalities during DR. Presently, few interventional strategies have been identified capable of preventing the damaging effects of cellular ACR and FDP-lysine accumulation, although the use of direct scavenging agents is considered to be one of the most promising approaches. We have recently undertaken focused, small scale drug screening studies and identified the novel hydrazino compound, 2-HDP, as a highly potent ACR scavenger that is effective not only in blocking retinal FDP-lysine accumulation during experimental diabetes, but also in normalising retinal function (as assessed by ERG recording). In the current proposal, we aim to investigate in greater detail the therapeutic potential of 2-HDP for the prevention of DR. Specifically, we will comprehensively evaluate the ability of 2-HDP to block neuronal and glial cell changes in diabetes and investigate its ability to prevent the visionthreatening complications of this disease. This work could lead to the identification of a new therapeutic option for the early-stage treatment of this condition.",Queen's University Belfast,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy367,NOT FOUND
Dr,,Amritpal,Mudher,,,Diabetes UK,Diabetes UK,How does insulin resistance increase risk of Alzheimer's disease?,18/0005823,,GBP,282460,,RESEARCH,01-01-2019,31-12-2022,,"People with Type 2 diabetes (T2DM) have a two-fold increased risk of developing Alzheimerâ€™s disease (AD). This transcends impact of age or cardiovascular complication, posing a serious clinical challenge. To counter this, it is vital to understand and target the molecular mechanisms that link T2DM and AD. We hypothesize that risk arises because insulin resistance in T2DM encourages hyperphosphorylation and aggregation of Tau, a pathological signature of AD. Dysregulation of insulin signalling in T2DM rodent and cellular models causes Tau hyperphosphorylation and impairs autophagic clearance of pathological Tau. Our unbiased genetic screen in an established Drosophila tauopathy model, identified a component of insulin signalling pathway that potently suppressed Tau-mediated degeneration. This causally links insulin resistance to pathological Tau. Our over-arching aim is to understand the mechanism underpinning this link. We aim to genetically unpick the complex pathways connecting these diseases, and investigate how insulin resistance causes abnormal Tau phosphorylation and impairs autophagic clearance. The impact of insulinsensitizing /autophagy-activating drugs on Tau phenotypes will be assessed and our results will be validated in post-mortem human brain samples. Understanding how insulin resistance increases risk of AD, our findings could reduce the growing health-care burden of this emerging complication of diabetes.",University of Southampton,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy368,NOT FOUND
Dr,,Allison,Green,,,Diabetes UK,Diabetes UK,Thymic B cells; aggressors in Type 1 diabetes,18/0005804,,GBP,292065.71,,RESEARCH,01-11-2018,31-10-2021,,"To protect pathogens from harming us, the immune system produces B and T cells that express receptors specific for the pathogen's molecules, and upon binding to the pathogen release weapons that destroy it. To mitigate inappropriate attack on our own tissues, B and T cell receptors are tested for reactivity to our own tissues; any 'autoreactive' cell is destroyed. In T1D, killing of autoreactive cells is defective leading to immune cells attacking insulin-producing beta cells. Recently, using animal models of T1D, we showed failure to destroy autoreactive immune cells was linked to abnormalities in the thymus; the organ where autoreactive T cells are destroyed. Prior to diabetes development the thymic environment nurtures inappropriate accumulation of autoreactive B cells that release weapons-termed antibodies- that co-ordinate destruction of the very cells whose job it is to kill autoreactive T cells. In this proposal we will build on this novel data. Using a series of immunological and molecular techniques we will define the cellular and molecular events by which the prediabetic thymic environment nurtures inappropriate development and retention of thymic B cells and the mechanism(s) by which intrathymic antibodies destroy mTECs. Finally, we will determine if a similar phenomenon occurs in man.",University of York,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy369,NOT FOUND
,,Simon,Satchell,,,Diabetes UK,Diabetes UK,Heparan sulphate in the glomerular endothelial glycocalyx: importance in diabetes and potential as a therapeutic target.,18/0005795,,GBP,196288,,RESEARCH,01-11-2018,31-10-2021,,"The glomerular filtration barrier is a multi-layered structure whose first component is the glycocalyx, a gel-like layer which covers endothelial cells throughout the body. In diabetes glycocalyx damage contributes to albuminuria and hence to progressive glomerular dysfunction. Understanding of the contributions of particular glycocalyx components, and which are damaged in diabetes, is limited but the data we have suggests the importance of the glycosaminoglycan heparan sulphate (HS). We have developed and assembled ideal tools to rigorously examine the role of a specific glycocalyx component for the first time. We hypothesise that HS is a key component of the GEnC glycocalyx and represents a potential therapeutic target in diabetes. We will use transgenic mice to delete Ext1, the key enzyme in HS biosynthesis, in all endothelial cells. We will characterise the effects of HS removal on glomerular endothelial cell (GEnC) glycocalyx composition, structure and function. The effects of HS knock-down on the GEnC glycocalyx will be compared to those of diabetes and the interaction between the two factors examined. We will use human GEnC to determine whether overexpression of HS restores and protects the glycocalyx in diabetic conditions. These studies will define the potential of glycocalyx HS as a therapeutic target.",University of Bristol,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy370,NOT FOUND
Dr,,ZoÃ«,Waller,,0000-0001-8538-0484,Diabetes UK,Diabetes UK,Development of tools to investigate the role of DNA structures in diabetes,18/0005820,,GBP,259277.38,,RESEARCH,01-10-2018,30-09-2020,,"The insulin-minisatellite or insulin-linked polymorphic region (ILPR) resides in the promoter region of the gene coding for insulin (INS). The region consists of a 14 base-pair tandem repeat DNA sequence of 5'- ACAGGGGTGTGGGG-3'/3'-TGTCCCCACACCCC-5' and located 363 bp upstream of the transcription start site. Mutations or differences in the length of the ILPR has been linked to the development of both Type-1 and Type- 2 diabetes. The ILPR can form alternative DNA secondary structures such as G-quadruplexes and i-motifs. We predict that it is possible to modulate insulin transcription specifically by targeting the i-motif forming sequences in the ILPR. Through work funded by Diabetes UK we have identified several compounds which can specifically stabilise imotif DNA structures in the ILPR, in biophysical assays. Through support from a Wellcome Trust Pathfinder award we know which of these compounds can alter gene expression. This project aims to develop the compounds as new chemical biological probes and learn more about how DNA structure affects the ILPR. This would lead to several tools and proteins as well as both genetic and epigenetic information about this important region of DNA and its role in the development of diabetes.",University of East Anglia,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy371,NOT FOUND
Dr,,Lalantha,Leelarathna,,,Diabetes UK,Diabetes UK,"An open-label, multi-centre, randomised, parallel design study to assess the efficacy of flash glucose monitoring in adults with type 1 diabetes",18/0005836,,GBP,412838,,RESEARCH,01-01-2019,03-08-2021,,"The purpose of this study is to determine whether flash glucose monitoring with FreeStyle Libre (FSL) device will improve HbA1c over a 12-week period compared to self-monitoring of blood glucose in adults with sub-optimally controlled (HbA1c 7.5% to 11%) type 1 diabetes (T1D). This is an open-label, multi-centre, randomised, crossover design study, involving a 2 week run-in period, followed by two 12 weeks study periods during which participants will use either FSL or continue usual finger-stick glucose monitoring in random order. At the end of the 12 week randomised study period, participants in both arms will be invited to use FSL for further 12 weeks. A total of up to 150 adults (aiming for 128 completed participants) aged >=18 years with T1D on insulin pump therapy or multiple daily injection therapy will be recruited through diabetes clinics in participating centres. Participants will receive training to maximise benefits of FSL in selfmanagement. The primary outcome is difference in HbA1c between the two groups at 12 weeks. Secondary outcomes include the time spent with glucose levels above and below target and other flash glucose-based metrics. Participant reported outcomes and relative cost-effectiveness of the FSL device, compared with self-monitoring will also be assessed.",University of Manchester,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy372,NOT FOUND
Dr,,Thomas,Caparrotta,,,Diabetes UK,Diabetes UK,Investigating Safety Signals and Real-World Effectiveness in Sodium-Glucose Co-Transporter-2 Inhibitors â€“ A Big Data Study,18/0005786,,GBP,246104.79,,SCHOLARSHIP,01-08-2018,31-07-2021,,"Sodium-Glucose Co-Transporter-2 Inhibitors (SGLT-2i) are now recommended as treatment for type 2 diabetes (T2DM). However, trial data have raised important questions about their safety. Furthermore, since people with T2DM participating in randomised control trials (RCTs) are not necessarily representative of the people with T2DM encountered in day-to-day practice it is important that the real-world effectiveness of SGLT-2i be correctly quantified. In this Fellowship, I will use large-scale electronic healthcare record data from all people with T2DM in Scotland to test the following hypotheses: 1) SGLT-2i are associated with an increased risk of a) amputations b) diabetic ketoacidosis (DKA) c) hospitalised hip fracture risk, and; 2) SGLT-2i have the same efficacy detected in RCTs when their use is analysed in a wider, more heterogenous population of people with T2DM. I will combine results from the Scottish datasets with other datasets (e.g. Clinical Practice Research Datalink) for meta-analysis. I will build on my clinical pharmacology training, and prior training in programming, augmenting this with training in pharmacoepidemiology. I will become expert in study design and statistical analytic methods, including metaanalysis. These skills, harnessing e-health-record data to inform on drug safety and effectiveness, have been identified as an important training goal for doctors.",University of Edinburgh,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy373,NOT FOUND
Dr,,Alessandro,Prete,,,Diabetes UK,Diabetes UK,"Exploring the metabolic impact of mild autonomous cortisol excess (MACE), an underestimated cause of diabetes",18/0005782,,GBP,304781.98,,SCHOLARSHIP,01-10-2018,30-09-2021,,"Hypothesis: Mild autonomous cortisol excess (MACE) associated with incidentally discovered adrenal masses (incidentalomas) is a potential cause of diabetes in a significant share of the population. Background: Adrenal incidentalomas are found in up to 10% of adults, potentially making MACE a vastly underestimated cause of diabetes. My own preliminary data from the worldâ€™s largest cohort of prospectively recruited incidentalomas (EURINE-ACT) show that nearly every second patient has MACE and a quarter of MACE patients have diabetes. Aims: Understanding the pathophysiological mechanisms linking MACE to metabolic dysfunction, and identifying novel markers for metabolic risk stratification of MACE patients according to their susceptibility to develop diabetes. I will study the impact of MACE on metabolism by deep in vivo phenotyping of MACE patients in comparison to controls, focusing on glucose metabolism, insulin sensitivity and fatty acid handling. In addition, I will analyse the metabolic phenotype, steroid and metabolome data in MACE and matched non-MACE patients from the EURINE-ACT cohort. I anticipate that this will inform an algorithm for stratification of MACE patients according to their diabetes risk. Ultimately, my aim is to provide tools for individualised patient management, as MACE is a potentially preventable or reversible cause of diabetes.",University of Birmingham,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy374,NOT FOUND
,,Sven,Plein,,0000-0002-0997-4384,Diabetes UK,Diabetes UK,Targeting beta-cell failure in lean patients with type 2 diabetes,18/0005908,,GBP,92994,,SCHOLARSHIP,02-01-2019,01-01-2022,,"Heart failure (HF) is a major cause of morbidity and mortality in type 2 diabetes (T2D). While the focus of prevention in T2D is on obesity, the â€œleanâ€ T2D variant (Ln-T2D) is not a rare condition. Ln-T2D patients exhibit similar degrees of cardiac concentric remodeling, myocardial steatosis and energetic impairment as obese T2D (Ob-T2D) patients at rest, and at stress they show more coronary microvascular dysfunction and greater reduction in myocardial energetics. Accumulating evidence suggests that these metabolic derangements in Ln-T2D are mediated by a defect in insulin secretory capacity through beta-cell dysfunction as opposed to insulin resistance which dominates in Ob-T2D. Despite the known pathophysiological differences to Ob-T2D, current prevention and treatment regiments do not address Ln-T2D differentially. Glucagon-like peptide-1 receptor agonist (GLP-1RA) have favorable effects on beta-cell morphology and volume and a demonstrated cardiovascular safety profile and offer the potential to improve cardiac outcomes specifically for the Ln-T2D variant. We hypothesize that treatment with GLP-1RA will promote beta-cell insulin secretion, restore coronary microvascular function, and modulate exercise metabolism in Ln-T2D patients compared peroxisome proliferator activated receptor gamma agonist, which target peripheral insulin sensitivity. These observations may identify a specific role for GLP-1RA therapy in Ln-T2D.",University of Leeds,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy375,NOT FOUND
Professor,,Gwyn,Gould,,0000-0001-6571-2875,Diabetes UK,Diabetes UK,Insulin receptor phosphorylation of SNARE proteins at the plasma membrane,18/0005905,,GBP,95280,,SCHOLARSHIP,30-09-2019,29-09-2022,,"Insulin binding its receptor results in delivery of GLUT4 from intracellular GLUT4-storage vesicles to the cell surface. Recent work from the applicantsâ€™ laboratory has provided molecular detail revealing how the processes of insulin receptor signalling and altered membrane trafficking may be linked. We have shown that tyrosine phosphorylation of the SNARE proteins involved in GLUT4-storage vesicle fusion with the plasma membrane promotes the assembly of SNARE complexes and thus enhances their fusion with the plasma membrane. Preliminary data from our group suggests that the insulin receptor is in close proximity to the SNARE fusion machinery and thus directly phosphorylates these proteins. We hypothesise that this constitutes a key functional link between receptor signalling and membrane trafficking which may be impaired in insulin resistance. This project will test this hypothesis. Accordingly, the PhD student on this project will: Quantify the extent of co-localisation of the SNARE machinery involved in the regulation of glucose transport and the insulin receptor; Determine whether this is acutely regulated by insulin; Identify the mechanism(s) which control this co-location. Test the hypothesis that this co-location may be impaired in models of insulin resistance/type 2 diabetes.",University of Glasgow,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy376,NOT FOUND
Professor,,Paul,Squires,,,Diabetes UK,Diabetes UK,The role of heterotypic cell-to-cell communication in mediating inflammation and fibrosis in the diabetic kidney,18/0005919,,GBP,89775,,SCHOLARSHIP,01-04-2019,31-03-2022,,"Connexins (Cx) are membrane bound proteins, which align with those on neighboring cells to form gap junctions, or work independently as hemi-channels to signal via paracrine-mediated release of ATP. Altered connexin expression has been linked to multiple pathologies of secondary complications of diabetes, yet we know nothing for the role for connexins in the proximal region of the diabetic kidney, where expression is high and tubulointerstitial fibrosis represents the key underlying pathology. Preliminary data confirms that isoforms Cx26 and Cx43 exhibit aberrant levels of expression in biopsies obtained from patients with diabetic nephropathy and in glucose treated human proximal tubule cells (hPTECS). These altered levels of expression are paralleled by loss of Gap Junction Intercellular Communication (GJIC) and increased hemi-channel mediated ATP release. Elevated levels of ATP have been linked to inflammation and fibrosis and we hypothesize that aberrant Cx43 activity acts as a stimulus to initiate activation and recruitment of resident PTECS, fibroblasts and infiltrating macrophages. We will work with industrial and clinical colleagues to utilize novel therapeutic compounds to investigate the hypothesis that Cx43 mediated hemi-channel ATP release represents a future therapeutic target for treatment of diabetic nephropathy.",University of Lincoln,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy377,NOT FOUND
Dr,,Catherine,Arden,,,Diabetes UK,Diabetes UK,Pancreatic beta-cell autophagy and its regulation by glucose metabolism,18/0005915,,GBP,98545.91,,SCHOLARSHIP,01-10-2019,30-09-2022,,It is well established that loss of functional pancreatic Î²-cell mass is central to the development of type 2 diabetes (T2D). We and others have shown that autophagy is essential for the maintenance of Î²-cell mass in response to excess nutrients and that deregulation of this pathway contributes to the Î²-cell demise evident in T2D. Preliminary work in our laboratory has identified glucose sensing as a key pathway regulating Î²-cell autophagy. Further study shows that this sensing mechanism is lost in an in vitro model of T2D in which autophagy is impaired. We thus hypothesise that the loss of appropriate glucose-regulated autophagy may contribute to the deregulation of Î²-cell autophagy evident in T2D. The objectives of the proposed study are to: i) Define the signalling pathways contributing to glucose-mediated regulation of autophagy. ii) Identify the glucose-sensing mechanisms regulating autophagy. iii) Determine how these pathways are altered by manipulation of glucose metabolism and in models of T2D. This study will provide a useful insight into the mechanisms underlying autophagy deregulation in T2D which will be key to the design of more effective therapies to preserve a functional Î²-cell mass.,University of Newcastle,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy378,NOT FOUND
,,Nigel,Irwin,,,Diabetes UK,Diabetes UK,Utilising spider venom peptides for diabetes drug discovery,18/0005917,,GBP,98748.08,,SCHOLARSHIP,01-09-2019,31-08-2022,,"Type 2 diabetes is reaching epidemic proportions, and although various treatment options are available, none are completely successful. In this regard, our laboratory has demonstrated that novel peptides derived from spider venom of various species of the Theraphosidae family could be exciting therapeutic prospects for diabetes. Our pilot studies have revealed that one such peptide, named Î”-theraphotoxin-Ac1 (Î”-TRTX-Ac1), from the Mexican blonde tarantula, Aphonopelma chalcodes, potently stimulates insulin secretion and is not toxic to pancreatic beta cells. As well as Aphonopelma chalcodes, we have also shown that peptides isolated from other tarantula species including Haplopelma lividum and Grammostola rosea may possess antidiabetic potential. We are naturally excited by the prospect of progressing Î”-TRTX-Ac1, and related spider venom peptides, as a new approach to diabetes therapy. This PhD proposal will largely concentrate on defining the mechanism of action of spider venom-derived peptides on pancreatic islet cell function and survival. Ultimately, the most promising drug candidates will be progressed to assess metabolic benefits of repeated daily dosing in preclinical models of obesity-diabetes. Proof of principle has already been confirmed by Î”-TRTX-Ac1. As such, this project represents an important step for development of a new therapeutic regimen for people living with diabetes.",University of Ulster,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy379,NOT FOUND
Professor,,Guy,Rutter,,0000-0001-6360-0343,Diabetes UK,Diabetes UK,Clinical and cellular characterisation of beta cell transcription factor variants in people with young-onset diabetes from different ethnicities,18/0005934,,GBP,106799.9,,SCHOLARSHIP,01-06-2019,31-05-2022,,"Maturity Onset Diabetes in the Young (MODY), represents a small but significant proportion of all diabetes cases and is frequently misdiagnosed. The treatment of MODY differs to usual diabetes care and consequently, people may be treated incorrectly. Sequencing of common MODY genes, including the HNF1A and HNF1B transcription factors, may identify variants of unknown significance (VUS) that are challenging to categorise as disease-causing. Leveraging the Imperial MY DIABETES cohort, comprising 1400 individuals from south Asian, African-Caribbean or white ethnicity, we have identified probands carrying VUS in HNF1A and HNF1B. This includes a recessively-inherited HNF1A variant, with a classical MODY phenotype, the first such described case. We will use a systematic pipeline of investigations to assess variants, beginning with DNA-binding and transactivation, through to genome editing in human-derived beta-cell lines, and functional studies in vitro including gene-environment and gene-drug interactions. Additionally, a clinical protocol to investigate people with VUS, establishing beta-cell function and treatment responses, will be developed. Our studies will provide new insights into the molecular mechanisms involved in pathogenesis, and a foundation to translate these back to affected individuals. More broadly these data will shed light on the effects of variation in transcription factor genes on common diabetes forms.",Imperial College London,,12-03-2025,PI,COORDINATOR,GBR,GBR,© The British Diabetic Association operating as Diabetes UK,https://www.diabetes.org.uk/legal-information/privacy-policy380,NOT FOUND
